Transaction_ID,Customer_ID,Transaction_Number,Amount,Transaction_Type,Transaction_Hour,Location,Usual_Location,Device_Type,New_Device,Account_Age_Days,Previous_Transaction_Amount,Average_Previous_Amount,Amount_Deviation,Amount_Ratio,Transactions_Last_24H,Failed_Attempts,International_Transaction,Unusual_Location,Fraud_Probability,Fraud_Label,Risk_Score,Risk_Level
TXN100611,CUST014,25,833.38,Online Payment,10,Mysore,Pune,Windows,1,2039,3151.17,1865.96,-1032.58,0.45,2,1,0,1,0.1201,0,12,Low
TXN100612,CUST014,26,1052.22,Transfer,12,Pune,Pune,Android,0,2039,833.38,1685.62,-633.4,0.62,2,1,0,0,0.0037,0,0,Low
TXN100613,CUST014,27,1508.57,Transfer,14,Pune,Pune,Android,0,2039,1052.22,1690.07,-181.5,0.89,1,0,0,0,0.0108,0,1,Low
TXN100614,CUST014,28,2483.38,Purchase,13,Pune,Pune,Android,0,2039,1508.57,1806.41,676.97,1.37,3,1,1,0,0.024,0,2,Low
TXN100615,CUST014,29,1304.46,ATM Withdrawal,12,Pune,Pune,Android,0,2039,2483.38,2026.85,-722.39,0.64,2,0,0,0,0.0071,0,1,Low
TXN100616,CUST014,30,2608.43,Transfer,13,Pune,Pune,Android,0,2039,1304.46,1916.19,692.25,1.36,6,0,0,0,0.013,0,1,Low
TXN100617,CUST014,31,2419.26,Purchase,20,Pune,Pune,Mac,1,2039,2608.43,1995.63,423.62,1.21,2,2,0,0,0.0675,0,7,Low
TXN100618,CUST014,32,3108.2,Online Payment,6,Pune,Pune,Android,0,2039,2419.26,1885.04,1223.16,1.65,0,0,0,0,0.0061,0,1,Low
TXN100619,CUST014,33,3554.0,Purchase,13,Pune,Pune,Android,0,2039,3108.2,2032.79,1521.22,1.75,3,0,0,0,0.0063,0,1,Low
TXN100620,CUST014,34,1186.12,Transfer,15,Pune,Pune,Android,0,2039,3554.0,2202.31,-1016.19,0.54,3,1,0,0,0.0063,0,1,Low
TXN100621,CUST014,35,2897.91,Purchase,19,Pune,Pune,Android,0,2039,1186.12,2005.8,892.11,1.44,3,0,0,0,0.0048,0,0,Low
TXN100622,CUST014,36,3291.52,ATM Withdrawal,15,Pune,Pune,Android,0,2039,2897.91,2212.25,1079.27,1.49,3,0,0,0,0.0125,0,1,Low
TXN100623,CUST014,37,987.78,Online Payment,8,Pune,Pune,Android,0,2039,3291.52,2436.19,-1448.41,0.41,0,0,0,0,0.0197,0,2,Low
TXN100624,CUST014,38,1616.51,Online Payment,18,Pune,Pune,Android,0,2039,987.78,2384.11,-767.59,0.68,0,0,0,0,0.0063,0,1,Low
TXN100625,CUST014,39,958.67,Transfer,10,Pune,Pune,Android,0,2039,1616.51,2297.42,-1338.75,0.42,2,0,0,0,0.0321,0,3,Low
TXN100626,CUST014,40,733.04,Purchase,18,Pune,Pune,Android,0,2039,958.67,2262.84,-1529.8,0.32,0,0,0,0,0.005,0,1,Low
TXN100627,CUST014,41,628.45,Transfer,6,Pune,Pune,Android,0,2039,733.04,2075.3,-1446.85,0.3,5,0,0,0,0.0274,0,3,Low
TXN100628,CUST014,42,1210.47,ATM Withdrawal,11,Pune,Pune,Android,0,2039,628.45,1896.22,-685.75,0.64,1,0,0,0,0.0063,0,1,Low
TXN100629,CUST014,43,4409.79,ATM Withdrawal,7,Pune,Pune,Android,0,2039,1210.47,1706.45,2703.34,2.58,3,1,0,0,0.0073,0,1,Low
TXN100630,CUST014,44,4830.73,Online Payment,8,Pune,Pune,Android,0,2039,4409.79,1792.03,3038.7,2.7,1,1,0,0,0.0149,0,1,Low
TXN100631,CUST014,45,3401.07,Purchase,19,Pune,Pune,Android,0,2039,4830.73,2156.49,1244.58,1.58,1,0,0,0,0.0118,0,1,Low
TXN100632,CUST014,46,2528.43,Purchase,8,Pune,Pune,Android,0,2039,3401.07,2206.8,321.62,1.15,2,0,0,0,0.0092,0,1,Low
TXN100633,CUST014,47,1951.36,Purchase,10,Mysore,Pune,Android,0,2039,2528.43,2130.49,-179.13,0.92,3,1,0,1,0.0532,0,5,Low
TXN100634,CUST014,48,1187.45,ATM Withdrawal,7,Mumbai,Pune,Android,0,2039,1951.36,2226.85,-1039.4,0.53,2,1,0,1,0.011,0,1,Low
TXN100635,CUST014,49,1448.31,Bill Payment,8,Pune,Pune,Android,0,2039,1187.45,2183.94,-735.63,0.66,6,2,0,0,0.0368,0,4,Low
TXN100636,CUST014,50,940.94,Transfer,22,Pune,Pune,Android,0,2039,1448.31,2232.91,-1291.97,0.42,0,1,1,0,0.0333,0,3,Low
TXN100637,CUST014,51,2176.95,Transfer,14,Pune,Pune,Android,0,2039,940.94,2253.7,-76.75,0.97,1,0,0,0,0.0043,0,0,Low
TXN100638,CUST014,52,4172.18,ATM Withdrawal,20,Pune,Pune,Windows,1,2039,2176.95,2408.55,1763.64,1.73,0,0,0,0,0.0712,0,7,Low
TXN100639,CUST014,53,1274.15,Online Payment,16,Pune,Pune,Android,0,2039,4172.18,2704.72,-1430.57,0.47,2,0,0,0,0.0038,0,0,Low
TXN100640,CUST015,1,4366.54,Transfer,11,Mumbai,Mumbai,iPhone,0,2128,0.0,7123.87,-2757.33,0.61,0,1,0,0,0.0105,0,1,Low
TXN100641,CUST015,2,5534.16,Online Payment,13,Mumbai,Mumbai,iPhone,0,2128,4366.54,4366.54,1167.63,1.27,6,0,0,0,0.0074,0,1,Low
TXN100642,CUST015,3,14213.2,Bill Payment,16,Mumbai,Mumbai,iPhone,0,2128,5534.16,4950.35,9262.85,2.87,1,0,0,0,0.0283,0,3,Low
TXN100643,CUST015,4,12391.89,Online Payment,15,Mumbai,Mumbai,iPhone,0,2128,14213.2,8037.97,4353.93,1.54,0,0,0,0,0.0031,0,0,Low
TXN100644,CUST015,5,5215.62,Purchase,16,Mumbai,Mumbai,iPhone,0,2128,12391.89,9126.45,-3910.83,0.57,2,0,0,0,0.0136,0,1,Low
TXN100645,CUST015,6,5076.3,Purchase,22,Mumbai,Mumbai,iPhone,0,2128,5215.62,8344.28,-3267.99,0.61,2,0,0,0,0.0016,0,0,Low
TXN100646,CUST015,7,5221.46,ATM Withdrawal,6,Mumbai,Mumbai,iPhone,0,2128,5076.3,7799.62,-2578.16,0.67,1,2,0,0,0.0238,0,2,Low
TXN100647,CUST015,8,7192.14,Bill Payment,15,Mumbai,Mumbai,iPhone,0,2128,5221.46,7431.31,-239.18,0.97,2,2,0,0,0.0424,0,4,Low
TXN100648,CUST015,9,10475.54,Online Payment,16,Mumbai,Mumbai,iPhone,0,2128,7192.14,7401.41,3074.13,1.42,2,0,1,0,0.0164,0,2,Low
TXN100649,CUST015,10,2816.12,Purchase,10,Mumbai,Mumbai,iPhone,0,2128,10475.54,7742.98,-4926.87,0.36,2,1,0,0,0.0075,0,1,Low
TXN100650,CUST015,11,27038.54,Online Payment,15,Bangalore,Mumbai,iPhone,0,2128,2816.12,7250.3,19788.25,3.73,1,0,0,1,0.1988,0,20,Low
TXN100651,CUST015,12,10931.18,ATM Withdrawal,9,Mumbai,Mumbai,iPhone,0,2128,27038.54,9517.5,1413.68,1.15,1,2,0,0,0.039,0,4,Low
TXN100652,CUST015,13,7834.51,Transfer,7,Mumbai,Mumbai,iPhone,0,2128,10931.18,10057.2,-2222.69,0.78,2,0,0,0,0.0054,0,1,Low
TXN100653,CUST015,14,26836.73,ATM Withdrawal,13,Mumbai,Mumbai,iPhone,0,2128,7834.51,9419.33,17417.4,2.85,1,1,0,0,0.0393,0,4,Low
TXN100654,CUST015,15,4251.86,Purchase,9,Mumbai,Mumbai,Windows,1,2128,26836.73,10863.81,-6611.95,0.39,2,0,0,0,0.0122,0,1,Low
TXN100655,CUST015,16,4310.72,Purchase,22,Mumbai,Mumbai,iPhone,0,2128,4251.86,10767.44,-6456.72,0.4,4,0,0,0,0.0147,0,1,Low
TXN100656,CUST015,17,8133.98,Online Payment,8,Mumbai,Mumbai,iPhone,0,2128,4310.72,10690.88,-2556.9,0.76,1,1,0,0,0.0098,0,1,Low
TXN100657,CUST015,18,5073.74,Transfer,21,Mumbai,Mumbai,iPhone,0,2128,8133.98,10982.13,-5908.39,0.46,4,0,0,0,0.0094,0,1,Low
TXN100658,CUST015,19,19153.09,Bill Payment,12,Mumbai,Mumbai,iPhone,0,2128,5073.74,10770.29,8382.8,1.78,2,0,0,0,0.0185,0,2,Low
TXN100659,CUST015,20,17456.76,Online Payment,20,Delhi,Mumbai,Windows,1,2128,19153.09,11638.05,5818.71,1.5,3,2,0,1,0.1768,0,18,Low
TXN100660,CUST015,21,3274.38,Transfer,13,Mumbai,Mumbai,Mac,1,2128,17456.76,13102.11,-9827.73,0.25,2,0,0,0,0.0206,0,2,Low
TXN100661,CUST015,22,7600.68,Transfer,10,Mumbai,Mumbai,iPhone,0,2128,3274.38,10725.7,-3125.02,0.71,3,0,0,0,0.0182,0,2,Low
TXN100662,CUST015,23,11319.54,Purchase,9,Mumbai,Mumbai,iPhone,0,2128,7600.68,10392.65,926.89,1.09,4,0,0,0,0.013,0,1,Low
TXN100663,CUST015,24,12975.29,Purchase,21,Mumbai,Mumbai,iPhone,0,2128,11319.54,10741.15,2234.14,1.21,0,1,0,0,0.003,0,0,Low
TXN100664,CUST015,25,6214.68,Purchase,15,Mumbai,Mumbai,iPhone,0,2128,12975.29,9355.01,-3140.32,0.66,0,0,0,0,0.0124,0,1,Low
TXN100665,CUST015,26,14175.69,Purchase,7,Mumbai,Mumbai,iPhone,0,2128,6214.68,9551.29,4624.4,1.48,3,0,0,0,0.0109,0,1,Low
TXN100666,CUST015,27,8942.16,Purchase,21,Mysore,Mumbai,iPhone,0,2128,14175.69,10537.78,-1595.63,0.85,2,1,0,1,0.0193,0,2,Low
TXN100667,CUST015,28,14348.92,Online Payment,14,Mumbai,Mumbai,iPhone,0,2128,8942.16,10618.6,3730.32,1.35,2,0,0,0,0.0051,0,1,Low
TXN100668,CUST015,29,6421.58,Bill Payment,16,Mumbai,Mumbai,iPhone,0,2128,14348.92,11546.12,-5124.54,0.56,3,0,0,0,0.0075,0,1,Low
TXN100669,CUST015,30,10527.36,ATM Withdrawal,15,Mumbai,Mumbai,iPhone,0,2128,6421.58,10272.97,254.39,1.02,2,0,0,0,0.0091,0,1,Low
TXN100670,CUST015,31,9842.28,Transfer,19,Mumbai,Mumbai,iPhone,0,2128,10527.36,9580.03,262.25,1.03,3,1,0,0,0.0184,0,2,Low
TXN100671,CUST015,32,9289.45,Bill Payment,16,Mumbai,Mumbai,iPhone,0,2128,9842.28,10236.82,-947.37,0.91,2,0,0,0,0.0055,0,1,Low
TXN100672,CUST015,33,2950.37,Purchase,11,Mumbai,Mumbai,iPhone,0,2128,9289.45,10405.69,-7455.33,0.28,1,0,0,0,0.0096,0,1,Low
TXN100673,CUST015,34,9304.34,Online Payment,19,Mumbai,Mumbai,iPhone,0,2128,2950.37,9568.78,-264.44,0.97,2,0,0,0,0.009,0,1,Low
TXN100674,CUST015,35,16680.89,Online Payment,17,Mumbai,Mumbai,iPhone,0,2128,9304.34,9201.68,7479.21,1.81,2,0,0,0,0.0072,0,1,Low
TXN100675,CUST015,36,8395.56,Bill Payment,15,Chennai,Mumbai,iPhone,0,2128,16680.89,10248.3,-1852.74,0.82,2,0,0,1,0.0103,0,1,Low
TXN100676,CUST015,37,10618.93,Purchase,13,Mumbai,Mumbai,iPhone,0,2128,8395.56,9670.29,948.64,1.1,2,0,0,0,0.0106,0,1,Low
TXN100677,CUST015,38,12303.99,Purchase,19,Mumbai,Mumbai,Windows,1,2128,10618.93,9837.97,2466.02,1.25,3,1,0,0,0.0204,0,2,Low
TXN100678,CUST015,39,5101.18,Purchase,21,Mumbai,Mumbai,iPhone,0,2128,12303.99,9633.47,-4532.29,0.53,1,0,0,0,0.01,0,1,Low
TXN100679,CUST015,40,3071.51,Transfer,22,Mysore,Mumbai,iPhone,0,2128,5101.18,9501.43,-6429.93,0.32,3,0,0,1,0.0046,0,0,Low
TXN100680,CUST015,41,11045.47,Bill Payment,22,Mumbai,Mumbai,iPhone,0,2128,3071.51,8755.85,2289.62,1.26,3,0,0,0,0.0142,0,1,Low
TXN100681,CUST015,42,6742.93,Purchase,9,Mumbai,Mumbai,iPhone,0,2128,11045.47,8876.17,-2133.24,0.76,1,0,0,0,0.0169,0,2,Low
TXN100682,CUST015,43,2512.55,ATM Withdrawal,18,Mumbai,Mumbai,iPhone,0,2128,6742.93,8621.52,-6108.96,0.29,4,0,0,0,0.005,0,1,Low
TXN100683,CUST015,44,7566.44,Purchase,11,Mumbai,Mumbai,iPhone,0,2128,2512.55,8577.73,-1011.29,0.88,3,0,0,0,0.0057,0,1,Low
TXN100684,CUST015,45,17514.45,Purchase,12,Bangalore,Mumbai,iPhone,0,2128,7566.44,8403.94,9110.51,2.08,1,0,0,1,0.0223,0,2,Low
TXN100685,CUST015,46,6203.45,Transfer,12,Mumbai,Mumbai,iPhone,0,2128,17514.45,8487.3,-2283.85,0.73,1,1,0,0,0.0191,0,2,Low
TXN100686,CUST015,47,5543.52,Transfer,17,Mumbai,Mumbai,iPhone,0,2128,6203.45,8268.09,-2724.57,0.67,0,0,0,0,0.0134,0,1,Low
TXN100687,CUST015,48,8005.8,Purchase,9,Mumbai,Mumbai,iPhone,0,2128,5543.52,7760.55,245.25,1.03,2,0,0,0,0.0136,0,1,Low
TXN100688,CUST015,49,13093.68,ATM Withdrawal,9,Mumbai,Mumbai,Windows,1,2128,8005.8,7330.73,5762.95,1.79,2,0,0,0,0.0308,0,3,Low
TXN100689,CUST015,50,21838.35,ATM Withdrawal,14,Mumbai,Mumbai,iPhone,0,2128,13093.68,8129.98,13708.37,2.69,2,0,1,0,0.0475,0,5,Low
TXN100690,CUST015,51,3750.56,Transfer,6,Mumbai,Mumbai,iPhone,0,2128,21838.35,10006.66,-6256.1,0.37,2,0,0,0,0.02,0,2,Low
TXN100691,CUST015,52,3648.06,Transfer,11,Mumbai,Mumbai,iPhone,0,2128,3750.56,9277.17,-5629.12,0.39,2,3,0,0,0.0118,0,1,Low
TXN100692,CUST016,1,3503.13,Online Payment,21,Mangalore,Mangalore,iPhone,0,1468,0.0,7485.96,-3982.83,0.47,1,0,0,0,0.0099,0,1,Low
TXN100693,CUST016,2,3242.11,Online Payment,8,Mangalore,Mangalore,iPhone,0,1468,3503.13,3503.13,-261.02,0.93,1,0,1,0,0.037,0,4,Low
TXN100694,CUST016,3,2297.73,Bill Payment,11,Mangalore,Mangalore,iPhone,0,1468,3242.11,3372.62,-1074.89,0.68,1,0,0,0,0.0063,0,1,Low
TXN100695,CUST016,4,7658.97,Transfer,9,Mangalore,Mangalore,iPhone,0,1468,2297.73,3014.33,4644.64,2.54,0,0,0,0,0.0087,0,1,Low
TXN100696,CUST016,5,3492.71,Purchase,19,Mangalore,Mangalore,iPhone,0,1468,7658.97,4175.49,-682.78,0.84,0,0,1,0,0.0324,0,3,Low
TXN100697,CUST016,6,5273.51,Online Payment,18,Mangalore,Mangalore,iPhone,0,1468,3492.71,4038.93,1234.58,1.31,1,0,0,0,0.0066,0,1,Low
TXN100698,CUST016,7,12042.48,Transfer,14,Mangalore,Mangalore,iPhone,0,1468,5273.51,4244.69,7797.79,2.84,2,0,0,0,0.0641,0,6,Low
TXN100699,CUST016,8,13861.73,Bill Payment,12,Mangalore,Mangalore,iPhone,0,1468,12042.48,5358.66,8503.06,2.59,4,0,0,0,0.021,0,2,Low
TXN100700,CUST016,9,13569.58,Purchase,9,Mangalore,Mangalore,iPhone,0,1468,13861.73,6421.55,7148.03,2.11,4,0,0,0,0.0046,0,0,Low
TXN100701,CUST016,10,10062.53,Transfer,18,Mangalore,Mangalore,iPhone,0,1468,13569.58,7215.77,2846.75,1.39,3,2,0,0,0.067,0,7,Low
TXN100702,CUST016,11,6953.7,Bill Payment,16,Mangalore,Mangalore,iPhone,0,1468,10062.53,7500.45,-546.75,0.93,4,0,0,0,0.0086,0,1,Low
TXN100703,CUST016,12,8249.02,Purchase,9,Mangalore,Mangalore,iPhone,0,1468,6953.7,7845.5,403.52,1.05,1,0,0,0,0.0079,0,1,Low
TXN100704,CUST016,13,4036.61,Online Payment,22,Mangalore,Mangalore,Windows,1,1468,8249.02,8346.19,-4309.58,0.48,5,0,0,0,0.054,0,5,Low
TXN100705,CUST016,14,12327.12,Purchase,18,Chennai,Mangalore,Android,1,1468,4036.61,8520.08,3807.04,1.45,0,0,0,1,0.1558,0,16,Low
TXN100706,CUST016,15,8666.74,Purchase,18,Mangalore,Mangalore,iPhone,0,1468,12327.12,8986.9,-320.16,0.96,1,0,0,0,0.0144,0,1,Low
TXN100707,CUST016,16,10746.12,Purchase,19,Mysore,Mangalore,iPhone,0,1468,8666.74,9504.3,1241.82,1.13,1,1,0,1,0.0223,0,2,Low
TXN100708,CUST016,17,11314.98,ATM Withdrawal,9,Mangalore,Mangalore,iPhone,0,1468,10746.12,10051.56,1263.42,1.13,1,0,0,0,0.012,0,1,Low
TXN100709,CUST016,18,5732.96,Purchase,20,Mangalore,Mangalore,iPhone,0,1468,11314.98,9978.81,-4245.85,0.57,2,0,0,0,0.0168,0,2,Low
TXN100710,CUST016,19,3106.21,Purchase,6,Mangalore,Mangalore,iPhone,0,1468,5732.96,9165.94,-6059.72,0.34,1,0,0,0,0.008,0,1,Low
TXN100711,CUST016,20,11000.18,Purchase,12,Mangalore,Mangalore,iPhone,0,1468,3106.21,8119.6,2880.58,1.35,1,1,0,0,0.0138,0,1,Low
TXN100712,CUST016,21,3036.12,Transfer,10,Mangalore,Mangalore,iPhone,0,1468,11000.18,8213.37,-5177.25,0.37,3,0,0,0,0.0118,0,1,Low
TXN100713,CUST016,22,7941.73,Bill Payment,20,Mangalore,Mangalore,iPhone,0,1468,3036.12,7821.61,120.12,1.02,2,0,0,0,0.0085,0,1,Low
TXN100714,CUST016,23,11816.85,Online Payment,16,Mangalore,Mangalore,iPhone,0,1468,7941.73,7790.88,4025.97,1.52,2,0,0,0,0.008,0,1,Low
TXN100715,CUST016,24,19714.15,Purchase,19,Mangalore,Mangalore,iPhone,0,1468,11816.85,8568.9,11145.25,2.3,1,0,0,0,0.0067,0,1,Low
TXN100716,CUST016,25,7341.58,ATM Withdrawal,14,Mangalore,Mangalore,iPhone,0,1468,19714.15,9307.6,-1966.02,0.79,2,0,0,0,0.0142,0,1,Low
TXN100717,CUST016,26,18817.27,Transfer,14,Mangalore,Mangalore,iPhone,0,1468,7341.58,9175.09,9642.18,2.05,2,0,0,0,0.0108,0,1,Low
TXN100718,CUST016,27,6560.34,Transfer,18,Mangalore,Mangalore,iPhone,0,1468,18817.27,9982.2,-3421.87,0.66,3,2,1,0,0.0567,0,6,Low
TXN100719,CUST016,28,9868.48,Transfer,9,Mangalore,Mangalore,iPhone,0,1468,6560.34,9506.74,361.74,1.04,5,0,1,0,0.0395,0,4,Low
TXN100720,CUST016,29,12325.38,Purchase,8,Mangalore,Mangalore,iPhone,0,1468,9868.48,9920.29,2405.09,1.24,5,0,0,0,0.0222,0,2,Low
TXN100721,CUST016,30,7067.79,Transfer,22,Mangalore,Mangalore,iPhone,0,1468,12325.38,10842.21,-3774.41,0.65,1,0,0,0,0.0107,0,1,Low
TXN100722,CUST016,31,11795.41,Online Payment,21,Mangalore,Mangalore,iPhone,0,1468,7067.79,10448.97,1346.44,1.13,1,0,0,0,0.0038,0,0,Low
TXN100723,CUST016,32,2815.21,Transfer,11,Mangalore,Mangalore,iPhone,0,1468,11795.41,11324.9,-8509.69,0.25,1,0,0,0,0.0137,0,1,Low
TXN100724,CUST016,33,19470.53,Purchase,21,Mangalore,Mangalore,iPhone,0,1468,2815.21,10812.25,8658.29,1.8,4,0,0,0,0.015,0,1,Low
TXN100725,CUST016,34,3554.72,ATM Withdrawal,11,Mangalore,Mangalore,iPhone,0,1468,19470.53,11577.62,-8022.9,0.31,1,0,0,0,0.0058,0,1,Low
TXN100726,CUST016,35,6918.78,Purchase,13,Mangalore,Mangalore,iPhone,0,1468,3554.72,9961.67,-3042.89,0.69,0,0,0,0,0.006,0,1,Low
TXN100727,CUST016,36,20813.37,Purchase,17,Mangalore,Mangalore,iPhone,0,1468,6918.78,9919.39,10893.98,2.1,2,0,0,0,0.0056,0,1,Low
TXN100728,CUST016,37,17083.12,Bill Payment,14,Mangalore,Mangalore,iPhone,0,1468,20813.37,10119.0,6964.12,1.69,4,0,0,0,0.0117,0,1,Low
TXN100729,CUST016,38,2214.36,Online Payment,8,Mangalore,Mangalore,iPhone,0,1468,17083.12,11171.28,-8956.92,0.2,5,0,0,0,0.0142,0,1,Low
TXN100730,CUST016,39,3502.6,Purchase,18,Mangalore,Mangalore,iPhone,0,1468,2214.36,10405.87,-6903.27,0.34,2,0,0,0,0.0145,0,1,Low
TXN100731,CUST016,40,2576.63,Purchase,17,Mangalore,Mangalore,iPhone,0,1468,3502.6,9523.59,-6946.96,0.27,1,0,0,0,0.0078,0,1,Low
TXN100732,CUST016,41,5707.85,Purchase,13,Mumbai,Mangalore,iPhone,0,1468,2576.63,9074.47,-3366.62,0.63,3,0,0,1,0.0075,0,1,Low
TXN100733,CUST016,42,6538.56,ATM Withdrawal,8,Mangalore,Mangalore,iPhone,0,1468,5707.85,8465.72,-1927.15,0.77,3,0,0,0,0.0067,0,1,Low
TXN100734,CUST016,43,3502.43,Bill Payment,7,Mangalore,Mangalore,iPhone,0,1468,6538.56,8838.05,-5335.62,0.4,4,0,0,0,0.0093,0,1,Low
TXN100735,CUST016,44,1743.13,Purchase,8,Mangalore,Mangalore,iPhone,0,1468,3502.43,7241.24,-5498.11,0.24,2,0,1,0,0.0442,0,4,Low
TXN100736,CUST016,45,7995.02,Online Payment,13,Mangalore,Mangalore,iPhone,0,1468,1743.13,7060.08,934.94,1.13,1,0,0,0,0.0175,0,2,Low
TXN100737,CUST016,46,3834.56,Purchase,19,Mangalore,Mangalore,Mac,1,1468,7995.02,7167.71,-3333.15,0.53,0,1,0,0,0.0234,0,2,Low
TXN100738,CUST016,47,8444.11,ATM Withdrawal,12,Mangalore,Mangalore,iPhone,0,1468,3834.56,5469.83,2974.28,1.54,1,0,0,0,0.0114,0,1,Low
TXN100739,CUST016,48,35794.38,Purchase,11,Mangalore,Mangalore,iPhone,0,1468,8444.11,4605.93,31188.46,7.77,2,0,0,0,0.1291,0,13,Low
TXN100740,CUST016,49,5364.89,Purchase,17,Mangalore,Mangalore,iPhone,0,1468,35794.38,7963.93,-2599.04,0.67,4,0,0,0,0.0066,0,1,Low
TXN100741,CUST016,50,4641.27,Online Payment,13,Mangalore,Mangalore,iPhone,0,1468,5364.89,8150.16,-3508.88,0.57,4,1,1,0,0.0322,0,3,Low
TXN100742,CUST016,51,10307.1,Transfer,22,Chennai,Mangalore,iPhone,0,1468,4641.27,8356.62,1950.48,1.23,3,0,0,1,0.0141,0,1,Low
TXN100743,CUST016,52,9362.64,Online Payment,8,Mangalore,Mangalore,iPhone,0,1468,10307.1,8816.55,546.09,1.06,0,0,0,0,0.003,0,0,Low
TXN100744,CUST016,53,3078.83,Online Payment,6,Mangalore,Mangalore,iPhone,0,1468,9362.64,9098.95,-6020.12,0.34,2,0,0,0,0.011,0,1,Low
TXN100745,CUST016,54,3078.29,Purchase,21,Mangalore,Mangalore,iPhone,0,1468,3078.83,9056.59,-5978.3,0.34,1,0,0,0,0.0111,0,1,Low
TXN100746,CUST017,1,806.37,Transfer,16,Chennai,Chennai,Android,0,2883,0.0,1375.46,-569.09,0.59,4,0,1,0,0.0176,0,2,Low
TXN100747,CUST017,2,2080.92,Transfer,9,Chennai,Chennai,Android,0,2883,806.37,806.37,1274.55,2.58,1,0,0,0,0.0094,0,1,Low
TXN100748,CUST017,3,2026.13,ATM Withdrawal,17,Chennai,Chennai,Android,0,2883,2080.92,1443.64,582.49,1.4,2,0,0,0,0.0073,0,1,Low
TXN100749,CUST017,4,4097.18,Online Payment,19,Chennai,Chennai,Android,0,2883,2026.13,1637.81,2459.38,2.5,3,3,0,0,0.1394,0,14,Low
TXN100750,CUST017,5,691.47,Online Payment,13,Chennai,Chennai,Android,0,2883,4097.18,2252.65,-1561.18,0.31,3,0,0,0,0.0175,0,2,Low
TXN100751,CUST017,6,3816.81,Transfer,9,Chennai,Chennai,Android,0,2883,691.47,1940.41,1876.4,1.97,5,0,0,0,0.0071,0,1,Low
TXN100752,CUST017,7,5618.87,Transfer,17,Chennai,Chennai,Android,0,2883,3816.81,2253.15,3365.72,2.49,5,2,1,0,0.17,0,17,Low
TXN100753,CUST017,8,895.02,Purchase,9,Chennai,Chennai,Android,0,2883,5618.87,2733.96,-1838.95,0.33,3,0,0,0,0.009,0,1,Low
TXN100754,CUST017,9,1181.43,Purchase,10,Chennai,Chennai,Android,0,2883,895.02,2504.1,-1322.66,0.47,4,0,0,0,0.0288,0,3,Low
TXN100755,CUST017,10,1235.58,ATM Withdrawal,22,Chennai,Chennai,Android,0,2883,1181.43,2357.13,-1121.55,0.52,1,0,0,0,0.0135,0,1,Low
TXN100756,CUST017,11,11252.14,Online Payment,6,Chennai,Chennai,Android,0,2883,1235.58,2244.98,9007.16,5.01,2,0,0,0,0.008,0,1,Low
TXN100757,CUST017,12,1413.27,Transfer,7,Chennai,Chennai,Windows,1,2883,11252.14,3289.55,-1876.28,0.43,3,3,0,0,0.0378,0,4,Low
TXN100758,CUST017,13,2818.4,Transfer,16,Chennai,Chennai,Mac,1,2883,1413.27,3222.79,-404.39,0.87,2,0,0,0,0.0112,0,1,Low
TXN100759,CUST017,14,702.01,ATM Withdrawal,9,Chennai,Chennai,Android,0,2883,2818.4,3302.02,-2600.01,0.21,3,0,0,0,0.004,0,0,Low
TXN100760,CUST017,15,1277.33,Online Payment,10,Chennai,Chennai,Android,0,2883,702.01,2962.5,-1685.17,0.43,1,0,0,0,0.0084,0,1,Low
TXN100761,CUST017,16,816.3,Transfer,14,Chennai,Chennai,Android,0,2883,1277.33,3021.09,-2204.79,0.27,3,2,0,0,0.036,0,4,Low
TXN100762,CUST017,17,5637.09,Purchase,20,Chennai,Chennai,Android,0,2883,816.3,2721.03,2916.06,2.07,4,0,0,0,0.009,0,1,Low
TXN100763,CUST017,18,1053.93,Purchase,21,Chennai,Chennai,Android,0,2883,5637.09,2722.86,-1668.93,0.39,0,0,0,0,0.0071,0,1,Low
TXN100764,CUST017,19,1147.94,ATM Withdrawal,17,Chennai,Chennai,Android,0,2883,1053.93,2738.75,-1590.8,0.42,3,0,0,0,0.0062,0,1,Low
TXN100765,CUST017,20,950.39,Purchase,18,Chennai,Chennai,Android,0,2883,1147.94,2735.4,-1785.01,0.35,1,0,0,0,0.0133,0,1,Low
TXN100766,CUST017,21,1161.25,Transfer,19,Chennai,Chennai,Android,0,2883,950.39,2706.88,-1545.63,0.43,1,0,0,0,0.0073,0,1,Low
TXN100767,CUST017,22,1642.91,Bill Payment,14,Chennai,Chennai,Android,0,2883,1161.25,1697.79,-54.88,0.97,1,0,0,0,0.0052,0,1,Low
TXN100768,CUST017,23,2564.65,Transfer,14,Chennai,Chennai,Mac,1,2883,1642.91,1720.76,843.89,1.49,2,0,0,0,0.0263,0,3,Low
TXN100769,CUST017,24,425.01,Online Payment,18,Chennai,Chennai,Android,0,2883,2564.65,1695.38,-1270.37,0.25,3,2,0,0,0.0166,0,2,Low
TXN100770,CUST017,25,2182.54,Purchase,9,Chennai,Chennai,Android,0,2883,425.01,1667.68,514.86,1.31,2,1,0,0,0.0038,0,0,Low
TXN100771,CUST017,26,779.12,Transfer,13,Chennai,Chennai,Android,0,2883,2182.54,1758.2,-979.08,0.44,2,1,0,0,0.0128,0,1,Low
TXN100772,CUST017,27,1289.16,Bill Payment,21,Chennai,Chennai,Android,0,2883,779.12,1754.48,-465.32,0.73,1,0,0,0,0.0115,0,1,Low
